pk_productkey;product_category;product_subcategory;product_categoryname;product_subcategoryname;standard_cost;colour;list_price;size;dealer_price;model_name;details;product_start_date;product_end_date;supplier;supplier_name;transportation_fees
323;BK;RBK;Bikes;Road Bikes;486,7066;Red;782,99;60;469,794;Road-650;Value-priced bike with many features of our top-of-the-line models Has the same light stiff frame and the quick acceleration we're famous for;01/07/2017;30/06/2018;SP8;Mike Bikes;0
324;BK;RBK;Bikes;Road Bikes;413,1463;Red;699,0982;62;419,4589;Road-650;Value-priced bike with many features of our top-of-the-line models Has the same light stiff frame and the quick acceleration we're famous for;01/07/2016;30/06/2017;SP2;Trackish Life;0
325;BK;RBK;Bikes;Road Bikes;486,7066;Red;782,99;62;469,794;Road-650;Value-priced bike with many features of our top-of-the-line models Has the same light stiff frame and the quick acceleration we're famous for;01/07/2017;30/06/2018;SP8;Mike Bikes;0
326;BK;RBK;Bikes;Road Bikes;413,1463;Red;699,0982;44;419,4589;Road-650;Value-priced bike with many features of our top-of-the-line models Has the same light stiff frame and the quick acceleration we're famous for;01/07/2016;30/06/2017;SP8;Mike Bikes;0
327;BK;RBK;Bikes;Road Bikes;486,7066;Red;782,99;44;469,794;Road-650;Value-priced bike with many features of our top-of-the-line models Has the same light stiff frame and the quick acceleration we're famous for;01/07/2017;30/06/2018;SP6;Alicia Bike Keys;1
328;BK;RBK;Bikes;Road Bikes;413,1463;Red;699,0982;48;419,4589;Road-650;Value-priced bike with many features of our top-of-the-line models Has the same light stiff frame and the quick acceleration we're famous for;01/07/2016;30/06/2017;SP8;Mike Bikes;0
329;BK;RBK;Bikes;Road Bikes;486,7066;Red;782,99;48;469,794;Road-650;Value-priced bike with many features of our top-of-the-line models Has the same light stiff frame and the quick acceleration we're famous for;01/07/2017;30/06/2018;SP6;Alicia Bike Keys;1
330;BK;RBK;Bikes;Road Bikes;413,1463;Red;699,0982;52;419,4589;Road-650;Value-priced bike with many features of our top-of-the-line models Has the same light stiff frame and the quick acceleration we're famous for;01/07/2016;30/06/2017;SP6;Alicia Bike Keys;1
331;BK;RBK;Bikes;Road Bikes;486,7066;Red;782,99;52;469,794;Road-650;Value-priced bike with many features of our top-of-the-line models Has the same light stiff frame and the quick acceleration we're famous for;01/07/2017;30/06/2018;SP1;Pedal For Life;0
332;BK;RBK;Bikes;Road Bikes;413,1463;Black;699,0982;58;419,4589;Road-650;Value-priced bike with many features of our top-of-the-line models Has the same light stiff frame and the quick acceleration we're famous for;01/07/2016;30/06/2017;SP3;Life on Wheels;1
333;BK;RBK;Bikes;Road Bikes;486,7066;Black;782,99;58;469,794;Road-650;Value-priced bike with many features of our top-of-the-line models Has the same light stiff frame and the quick acceleration we're famous for;01/07/2017;30/06/2018;SP2;Trackish Life;0
334;BK;RBK;Bikes;Road Bikes;413,1463;Black;699,0982;60;419,4589;Road-650;Value-priced bike with many features of our top-of-the-line models Has the same light stiff frame and the quick acceleration we're famous for;01/07/2016;30/06/2017;SP4;Next Bike;0
335;BK;RBK;Bikes;Road Bikes;486,7066;Black;782,99;60;469,794;Road-650;Value-priced bike with many features of our top-of-the-line models Has the same light stiff frame and the quick acceleration we're famous for;01/07/2017;30/06/2018;SP2;Trackish Life;0
336;BK;RBK;Bikes;Road Bikes;413,1463;Black;699,0982;62;419,4589;Road-650;Value-priced bike with many features of our top-of-the-line models Has the same light stiff frame and the quick acceleration we're famous for;01/07/2016;30/06/2017;SP3;Life on Wheels;1
337;BK;RBK;Bikes;Road Bikes;486,7066;Black;782,99;62;469,794;Road-650;Value-priced bike with many features of our top-of-the-line models Has the same light stiff frame and the quick acceleration we're famous for;01/07/2017;30/06/2018;SP5;Be A Bike;1
338;BK;RBK;Bikes;Road Bikes;413,1463;Black;699,0982;44;419,4589;Road-650;Value-priced bike with many features of our top-of-the-line models Has the same light stiff frame and the quick acceleration we're famous for;01/07/2016;30/06/2017;SP6;Alicia Bike Keys;1
339;BK;RBK;Bikes;Road Bikes;486,7066;Black;782,99;44;469,794;Road-650;Value-priced bike with many features of our top-of-the-line models Has the same light stiff frame and the quick acceleration we're famous for;01/07/2017;30/06/2018;SP1;Pedal For Life;0
340;BK;RBK;Bikes;Road Bikes;413,1463;Black;699,0982;48;419,4589;Road-650;Value-priced bike with many features of our top-of-the-line models Has the same light stiff frame and the quick acceleration we're famous for;01/07/2016;30/06/2017;SP1;Pedal For Life;0
341;BK;RBK;Bikes;Road Bikes;486,7066;Black;782,99;48;469,794;Road-650;Value-priced bike with many features of our top-of-the-line models Has the same light stiff frame and the quick acceleration we're famous for;01/07/2017;30/06/2018;SP5;Be A Bike;1
342;BK;RBK;Bikes;Road Bikes;413,1463;Black;699,0982;52;419,4589;Road-650;Value-priced bike with many features of our top-of-the-line models Has the same light stiff frame and the quick acceleration we're famous for;01/07/2016;30/06/2017;SP3;Life on Wheels;1
343;BK;RBK;Bikes;Road Bikes;486,7066;Black;782,99;52;469,794;Road-650;Value-priced bike with many features of our top-of-the-line models Has the same light stiff frame and the quick acceleration we're famous for;01/07/2017;30/06/2018;SP5;Be A Bike;1
344;BK;MBK;Bikes;Mountain Bikes;1912,1544;Silver;3399,99;38;2039,994;Mountain-100;Top-of-the-line competition mountain bike Performance-enhancing options include the innovative HL Frame super-smooth front suspension and traction for all terrain;01/07/2016;30/06/2017;SP1;Pedal For Life;0
345;BK;MBK;Bikes;Mountain Bikes;1912,1544;Silver;3399,99;42;2039,994;Mountain-100;Top-of-the-line competition mountain bike Performance-enhancing options include the innovative HL Frame super-smooth front suspension and traction for all terrain;01/07/2016;30/06/2017;SP4;Next Bike;0
346;BK;MBK;Bikes;Mountain Bikes;1912,1544;Silver;3399,99;44;2039,994;Mountain-100;Top-of-the-line competition mountain bike Performance-enhancing options include the innovative HL Frame super-smooth front suspension and traction for all terrain;01/07/2016;30/06/2017;SP4;Next Bike;0
347;BK;MBK;Bikes;Mountain Bikes;1912,1544;Silver;3399,99;48;2039,994;Mountain-100;Top-of-the-line competition mountain bike Performance-enhancing options include the innovative HL Frame super-smooth front suspension and traction for all terrain;01/07/2016;30/06/2017;SP4;Next Bike;0
348;BK;MBK;Bikes;Mountain Bikes;1898,0944;Black;3374,99;38;2024,994;Mountain-100;Top-of-the-line competition mountain bike Performance-enhancing options include the innovative HL Frame super-smooth front suspension and traction for all terrain;01/07/2016;30/06/2017;SP2;Trackish Life;0
349;BK;MBK;Bikes;Mountain Bikes;1898,0944;Black;3374,99;42;2024,994;Mountain-100;Top-of-the-line competition mountain bike Performance-enhancing options include the innovative HL Frame super-smooth front suspension and traction for all terrain;01/07/2016;30/06/2017;SP4;Next Bike;0
350;BK;MBK;Bikes;Mountain Bikes;1898,0944;Black;3374,99;44;2024,994;Mountain-100;Top-of-the-line competition mountain bike Performance-enhancing options include the innovative HL Frame super-smooth front suspension and traction for all terrain;01/07/2016;30/06/2017;SP5;Be A Bike;1
351;BK;MBK;Bikes;Mountain Bikes;1898,0944;Black;3374,99;48;2024,994;Mountain-100;Top-of-the-line competition mountain bike Performance-enhancing options include the innovative HL Frame super-smooth front suspension and traction for all terrain;01/07/2016;30/06/2017;SP3;Life on Wheels;1
352;BK;MBK;Bikes;Mountain Bikes;1117,8559;Silver;2071,4196;38;1242,8518;Mountain-200;Serious back-country riding Perfect for all levels of competition Uses the same HL Frame as the Mountain-100;01/07/2017;30/06/2018;SP3;Life on Wheels;1
353;BK;MBK;Bikes;Mountain Bikes;1265,6195;Silver;2319,99;38;1391,994;Mountain-200;Serious back-country riding Perfect for all levels of competition Uses the same HL Frame as the Mountain-100;01/07/2018;;SP3;Life on Wheels;1
354;BK;MBK;Bikes;Mountain Bikes;1117,8559;Silver;2071,4196;42;1242,8518;Mountain-200;Serious back-country riding Perfect for all levels of competition Uses the same HL Frame as the Mountain-100;01/07/2017;30/06/2018;SP1;Pedal For Life;0
355;BK;MBK;Bikes;Mountain Bikes;1265,6195;Silver;2319,99;42;1391,994;Mountain-200;Serious back-country riding Perfect for all levels of competition Uses the same HL Frame as the Mountain-100;01/07/2018;;SP6;Alicia Bike Keys;1
356;BK;MBK;Bikes;Mountain Bikes;1117,8559;Silver;2071,4196;46;1242,8518;Mountain-200;Serious back-country riding Perfect for all levels of competition Uses the same HL Frame as the Mountain-100;01/07/2017;30/06/2018;SP3;Life on Wheels;1
357;BK;MBK;Bikes;Mountain Bikes;1265,6195;Silver;2319,99;46;1391,994;Mountain-200;Serious back-country riding Perfect for all levels of competition Uses the same HL Frame as the Mountain-100;01/07/2018;;SP8;Mike Bikes;0
358;BK;MBK;Bikes;Mountain Bikes;1105,81;Black;2049,0982;38;1229,4589;Mountain-200;Serious back-country riding Perfect for all levels of competition Uses the same HL Frame as the Mountain-100;01/07/2017;30/06/2018;SP3;Life on Wheels;1
359;BK;MBK;Bikes;Mountain Bikes;1251,9813;Black;2294,99;38;1376,994;Mountain-200;Serious back-country riding Perfect for all levels of competition Uses the same HL Frame as the Mountain-100;01/07/2018;;SP7;Biker Boys Inc;0
360;BK;MBK;Bikes;Mountain Bikes;1105,81;Black;2049,0982;42;1229,4589;Mountain-200;Serious back-country riding Perfect for all levels of competition Uses the same HL Frame as the Mountain-100;01/07/2017;30/06/2018;SP4;Next Bike;0
361;BK;MBK;Bikes;Mountain Bikes;1251,9813;Black;2294,99;42;1376,994;Mountain-200;Serious back-country riding Perfect for all levels of competition Uses the same HL Frame as the Mountain-100;01/07/2018;;SP8;Mike Bikes;0
362;BK;MBK;Bikes;Mountain Bikes;1105,81;Black;2049,0982;46;1229,4589;Mountain-200;Serious back-country riding Perfect for all levels of competition Uses the same HL Frame as the Mountain-100;01/07/2017;30/06/2018;SP8;Mike Bikes;0
363;BK;MBK;Bikes;Mountain Bikes;1251,9813;Black;2294,99;46;1376,994;Mountain-200;Serious back-country riding Perfect for all levels of competition Uses the same HL Frame as the Mountain-100;01/07/2018;;SP4;Next Bike;0
364;BK;MBK;Bikes;Mountain Bikes;598,4354;Black;1079,99;38;647,994;Mountain-300;For true trail addicts  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget;01/07/2017;30/06/2018;SP5;Be A Bike;1
365;BK;MBK;Bikes;Mountain Bikes;598,4354;Black;1079,99;40;647,994;Mountain-300;For true trail addicts  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget;01/07/2017;30/06/2018;SP5;Be A Bike;1
366;BK;MBK;Bikes;Mountain Bikes;598,4354;Black;1079,99;44;647,994;Mountain-300;For true trail addicts  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget;01/07/2017;30/06/2018;SP4;Next Bike;0
367;BK;MBK;Bikes;Mountain Bikes;598,4354;Black;1079,99;48;647,994;Mountain-300;For true trail addicts  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget;01/07/2017;30/06/2018;SP7;Biker Boys Inc;0
368;BK;RBK;Bikes;Road Bikes;1518,7864;Red;2443,35;44;1466,01;Road-250;Alluminum-alloy frame provides a light stiff ride whether you are racing in the velodrome or on a demanding club ride on country roads;01/07/2017;30/06/2018;SP3;Life on Wheels;1
369;BK;RBK;Bikes;Road Bikes;1518,7864;Red;2443,35;48;1466,01;Road-250;Alluminum-alloy frame provides a light stiff ride whether you are racing in the velodrome or on a demanding club ride on country roads;01/07/2017;30/06/2018;SP8;Mike Bikes;0
370;BK;RBK;Bikes;Road Bikes;1518,7864;Red;2443,35;52;1466,01;Road-250;Alluminum-alloy frame provides a light stiff ride whether you are racing in the velodrome or on a demanding club ride on country roads;01/07/2017;30/06/2018;SP8;Mike Bikes;0
371;BK;RBK;Bikes;Road Bikes;1320,6838;Red;2181,5625;58;1308,9375;Road-250;Alluminum-alloy frame provides a light stiff ride whether you are racing in the velodrome or on a demanding club ride on country roads;01/07/2017;30/06/2018;SP2;Trackish Life;0
372;BK;RBK;Bikes;Road Bikes;1554,9479;Red;2443,35;58;1466,01;Road-250;Alluminum-alloy frame provides a light stiff ride whether you are racing in the velodrome or on a demanding club ride on country roads;01/07/2018;;SP6;Alicia Bike Keys;1
373;BK;RBK;Bikes;Road Bikes;1320,6838;Black;2181,5625;44;1308,9375;Road-250;Alluminum-alloy frame provides a light stiff ride whether you are racing in the velodrome or on a demanding club ride on country roads;01/07/2017;30/06/2018;SP6;Alicia Bike Keys;1
374;BK;RBK;Bikes;Road Bikes;1554,9479;Black;2443,35;44;1466,01;Road-250;Alluminum-alloy frame provides a light stiff ride whether you are racing in the velodrome or on a demanding club ride on country roads;01/07/2018;;SP1;Pedal For Life;0
375;BK;RBK;Bikes;Road Bikes;1320,6838;Black;2181,5625;48;1308,9375;Road-250;Alluminum-alloy frame provides a light stiff ride whether you are racing in the velodrome or on a demanding club ride on country roads;01/07/2017;30/06/2018;SP4;Next Bike;0
376;BK;RBK;Bikes;Road Bikes;1554,9479;Black;2443,35;48;1466,01;Road-250;Alluminum-alloy frame provides a light stiff ride whether you are racing in the velodrome or on a demanding club ride on country roads;01/07/2018;;SP8;Mike Bikes;0
377;BK;RBK;Bikes;Road Bikes;1320,6838;Black;2181,5625;52;1308,9375;Road-250;Alluminum-alloy frame provides a light stiff ride whether you are racing in the velodrome or on a demanding club ride on country roads;01/07/2017;30/06/2018;SP7;Biker Boys Inc;0
378;BK;RBK;Bikes;Road Bikes;1554,9479;Black;2443,35;52;1466,01;Road-250;Alluminum-alloy frame provides a light stiff ride whether you are racing in the velodrome or on a demanding club ride on country roads;01/07/2018;;SP8;Mike Bikes;0
379;BK;RBK;Bikes;Road Bikes;1320,6838;Black;2181,5625;58;1308,9375;Road-250;Alluminum-alloy frame provides a light stiff ride whether you are racing in the velodrome or on a demanding club ride on country roads;01/07/2017;30/06/2018;SP3;Life on Wheels;1
380;BK;RBK;Bikes;Road Bikes;1554,9479;Black;2443,35;58;1466,01;Road-250;Alluminum-alloy frame provides a light stiff ride whether you are racing in the velodrome or on a demanding club ride on country roads;01/07/2018;;SP6;Alicia Bike Keys;1
381;BK;RBK;Bikes;Road Bikes;605,6492;Yellow;1000,4375;38;600,2625;Road-550-W;Same technology as all of our Road series bikes but the frame is sized for a woman  Perfect all-around bike for road or racing;01/07/2017;30/06/2018;SP3;Life on Wheels;1
382;BK;RBK;Bikes;Road Bikes;713,0798;Yellow;1120,49;38;672,294;Road-550-W;Same technology as all of our Road series bikes but the frame is sized for a woman  Perfect all-around bike for road or racing;01/07/2018;;SP7;Biker Boys Inc;0
383;BK;RBK;Bikes;Road Bikes;605,6492;Yellow;1000,4375;40;600,2625;Road-550-W;Same technology as all of our Road series bikes but the frame is sized for a woman  Perfect all-around bike for road or racing;01/07/2017;30/06/2018;SP7;Biker Boys Inc;0
384;BK;RBK;Bikes;Road Bikes;713,0798;Yellow;1120,49;40;672,294;Road-550-W;Same technology as all of our Road series bikes but the frame is sized for a woman  Perfect all-around bike for road or racing;01/07/2018;;SP5;Be A Bike;1
385;BK;RBK;Bikes;Road Bikes;605,6492;Yellow;1000,4375;42;600,2625;Road-550-W;Same technology as all of our Road series bikes but the frame is sized for a woman  Perfect all-around bike for road or racing;01/07/2017;30/06/2018;SP5;Be A Bike;1
386;BK;RBK;Bikes;Road Bikes;713,0798;Yellow;1120,49;42;672,294;Road-550-W;Same technology as all of our Road series bikes but the frame is sized for a woman  Perfect all-around bike for road or racing;01/07/2018;;SP2;Trackish Life;0
387;BK;RBK;Bikes;Road Bikes;605,6492;Yellow;1000,4375;44;600,2625;Road-550-W;Same technology as all of our Road series bikes but the frame is sized for a woman  Perfect all-around bike for road or racing;01/07/2017;30/06/2018;SP6;Alicia Bike Keys;1
388;BK;RBK;Bikes;Road Bikes;713,0798;Yellow;1120,49;44;672,294;Road-550-W;Same technology as all of our Road series bikes but the frame is sized for a woman  Perfect all-around bike for road or racing;01/07/2018;;SP3;Life on Wheels;1
389;BK;RBK;Bikes;Road Bikes;605,6492;Yellow;1000,4375;48;600,2625;Road-550-W;Same technology as all of our Road series bikes but the frame is sized for a woman  Perfect all-around bike for road or racing;01/07/2017;30/06/2018;SP6;Alicia Bike Keys;1
390;BK;RBK;Bikes;Road Bikes;713,0798;Yellow;1120,49;48;672,294;Road-550-W;Same technology as all of our Road series bikes but the frame is sized for a woman  Perfect all-around bike for road or racing;01/07/2018;;SP8;Mike Bikes;0
391;CP;CP7;Components;Forks;65,8097;;148,22;;88,932;LL Fork;Stout design absorbs shock and offers more precise steering;01/07/2017;30/06/2018;SP7;Biker Boys Inc;0
392;CP;CP7;Components;Forks;77,9176;;175,49;;105,294;ML Fork;Composite road fork with an aluminum steerer tube;01/07/2017;30/06/2018;SP1;Pedal For Life;0
393;CP;CP7;Components;Forks;101,8936;;229,49;;137,694;HL Fork;High-performance carbon road fork with curved legs;01/07/2017;30/06/2018;SP5;Be A Bike;1
394;CP;CP8;Components;Headsets;15,1848;;34,2;;20,52;LL Headset;Threadless headset provides quality at an economical price;01/07/2017;30/06/2018;SP2;Trackish Life;0
395;CP;CP8;Components;Headsets;45,4168;;102,29;;61,374;ML Headset;Sealed cartridge keeps dirt out;01/07/2017;30/06/2018;SP6;Alicia Bike Keys;1
396;CP;CP8;Components;Headsets;55,3801;;124,73;;74,838;HL Headset;"High-quality 1"" threadless headset with a grease port for quick lubrication";01/07/2017;30/06/2018;SP7;Biker Boys Inc;0
397;CP;CP1;Components;Handlebars;17,978;;40,4909;;24,2945;LL Mountain Handlebars;All-purpose bar for on or off-road;01/07/2017;30/06/2018;SP5;Be A Bike;1
398;CP;CP1;Components;Handlebars;19,7758;;44,54;;26,724;LL Mountain Handlebars;All-purpose bar for on or off-road;01/07/2018;;SP5;Be A Bike;1
399;CP;CP1;Components;Handlebars;24,9932;;56,2909;;33,7745;ML Mountain Handlebars;Tough aluminum alloy bars for downhill;01/07/2017;30/06/2018;SP2;Trackish Life;0
400;CP;CP1;Components;Handlebars;27,4925;;61,92;;37,152;ML Mountain Handlebars;Tough aluminum alloy bars for downhill;01/07/2018;;SP4;Next Bike;0
401;CP;CP1;Components;Handlebars;48,5453;;109,3364;;65,6018;HL Mountain Handlebars;Flat bar strong enough for the pro circuit;01/07/2017;30/06/2018;SP1;Pedal For Life;0
402;CP;CP1;Components;Handlebars;53,3999;;120,27;;72,162;HL Mountain Handlebars;Flat bar strong enough for the pro circuit;01/07/2018;;SP7;Biker Boys Inc;0
403;CP;CP1;Components;Handlebars;17,978;;40,4909;;24,2945;LL Road Handlebars;Unique shape provides easier reach to the levers;01/07/2017;30/06/2018;SP4;Next Bike;0
404;CP;CP1;Components;Handlebars;19,7758;;44,54;;26,724;LL Road Handlebars;Unique shape provides easier reach to the levers;01/07/2018;;SP1;Pedal For Life;0
405;CP;CP1;Components;Handlebars;24,9932;;56,2909;;33,7745;ML Road Handlebars;Anatomically shaped aluminum tube bar will suit all riders;01/07/2017;30/06/2018;SP5;Be A Bike;1
406;CP;CP1;Components;Handlebars;27,4925;;61,92;;37,152;ML Road Handlebars;Anatomically shaped aluminum tube bar will suit all riders;01/07/2018;;SP5;Be A Bike;1
407;CP;CP1;Components;Handlebars;48,5453;;109,3364;;65,6018;HL Road Handlebars;Designed for racers high-end anatomically shaped bar from aluminum alloy;01/07/2017;30/06/2018;SP3;Life on Wheels;1
408;CP;CP1;Components;Handlebars;53,3999;;120,27;;72,162;HL Road Handlebars;Designed for racers high-end anatomically shaped bar from aluminum alloy;01/07/2018;;SP3;Life on Wheels;1
409;CP;CP9;Components;Mountain Frames;185,8193;Black;348,76;38;209,256;ML Mountain Frame-W;The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame It offers superior performance Men's version;01/07/2017;30/06/2018;SP5;Be A Bike;1
410;CP;CP14;Components;Wheels;26,9708;Black;60,745;;36,447;LL Mountain Front Wheel;Replacement mountain wheel for entry-level rider;01/07/2017;30/06/2018;SP6;Alicia Bike Keys;1
411;CP;CP14;Components;Wheels;92,8071;Black;209,025;;125,415;ML Mountain Front Wheel;Replacement mountain wheel for the casual to serious rider;01/07/2017;30/06/2018;SP2;Trackish Life;0
412;CP;CP14;Components;Wheels;133,2955;Black;300,215;;180,129;HL Mountain Front Wheel;High-performance mountain replacement wheel;01/07/2017;30/06/2018;SP8;Mike Bikes;0
413;CP;CP14;Components;Wheels;37,9909;Black;85,565;;51,339;LL Road Front Wheel;Replacement road front wheel for entry-level cyclist;01/07/2017;30/06/2018;SP4;Next Bike;0
414;CP;CP14;Components;Wheels;110,2829;Black;248,385;;149,031;ML Road Front Wheel;Sturdy alloy features a quick-release hub;01/07/2017;30/06/2018;SP5;Be A Bike;1
415;CP;CP14;Components;Wheels;146,5466;Black;330,06;;198,036;HL Road Front Wheel;Strong wheel with double-walled rim;01/07/2017;30/06/2018;SP1;Pedal For Life;0
416;CP;CP14;Components;Wheels;96,7964;Black;218,01;;130,806;Touring Front Wheel;Aerodynamic rims for smooth riding;01/07/2017;30/06/2018;SP4;Next Bike;0
417;CP;CP11;Components;Road Frames;300,1188;Yellow;540,7545;38;324,4527;ML Road Frame-W;Made from the same aluminum alloy as our top-of-the line HL frame the ML features a lightweight down-tube milled to the perfect diameter for optimal strength Women's version;01/07/2017;30/06/2018;SP6;Alicia Bike Keys;1
418;CP;CP11;Components;Road Frames;360,9428;Yellow;594,83;38;356,898;ML Road Frame-W;Made from the same aluminum alloy as our top-of-the line HL frame the ML features a lightweight down-tube milled to the perfect diameter for optimal strength Women's version;01/07/2018;;SP3;Life on Wheels;1
419;CP;CP14;Components;Wheels;38,9588;Black;87,745;;52,647;LL Mountain Rear Wheel;Replacement mountain wheel for entry-level rider;01/07/2017;30/06/2018;SP4;Next Bike;0
420;CP;CP14;Components;Wheels;104,7951;Black;236,025;;141,615;ML Mountain Rear Wheel;Replacement mountain wheel for the casual to serious rider;01/07/2017;30/06/2018;SP8;Mike Bikes;0
421;CP;CP14;Components;Wheels;145,2835;Black;327,215;;196,329;HL Mountain Rear Wheel;High-performance mountain replacement wheel;01/07/2017;30/06/2018;SP1;Pedal For Life;0
422;CP;CP14;Components;Wheels;49,9789;Black;112,565;;67,539;LL Road Rear Wheel;Replacement road rear wheel for entry-level cyclist;01/07/2017;30/06/2018;SP1;Pedal For Life;0
423;CP;CP14;Components;Wheels;122,2709;Black;275,385;;165,231;ML Road Rear Wheel;Aluminum alloy rim with stainless steel spokes built for speed;01/07/2017;30/06/2018;SP1;Pedal For Life;0
424;CP;CP14;Components;Wheels;158,5346;Black;357,06;;214,236;HL Road Rear Wheel;Strong rear wheel with double-walled rim;01/07/2017;30/06/2018;SP3;Life on Wheels;1
425;CP;CP14;Components;Wheels;108,7844;Black;245,01;;147,006;Touring Rear Wheel;Excellent aerodynamic rims guarantee a smooth ride;01/07/2017;30/06/2018;SP1;Pedal For Life;0
426;CP;CP9;Components;Mountain Frames;185,8193;Black;348,76;40;209,256;ML Mountain Frame;The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame It offers superior performance Women's version;01/07/2017;30/06/2018;SP3;Life on Wheels;1
427;CP;CP9;Components;Mountain Frames;185,8193;Black;348,76;44;209,256;ML Mountain Frame;The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame It offers superior performance Women's version;01/07/2017;30/06/2018;SP3;Life on Wheels;1
428;CP;CP9;Components;Mountain Frames;185,8193;Black;348,76;48;209,256;ML Mountain Frame;The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame It offers superior performance Women's version;01/07/2017;30/06/2018;SP3;Life on Wheels;1
429;CP;CP11;Components;Road Frames;300,1188;Yellow;540,7545;40;324,4527;ML Road Frame-W;Made from the same aluminum alloy as our top-of-the line HL frame the ML features a lightweight down-tube milled to the perfect diameter for optimal strength Women's version;01/07/2017;30/06/2018;SP4;Next Bike;0
430;CP;CP11;Components;Road Frames;360,9428;Yellow;594,83;40;356,898;ML Road Frame-W;Made from the same aluminum alloy as our top-of-the line HL frame the ML features a lightweight down-tube milled to the perfect diameter for optimal strength Women's version;01/07/2018;;SP3;Life on Wheels;1
431;CP;CP11;Components;Road Frames;300,1188;Yellow;540,7545;42;324,4527;ML Road Frame-W;Made from the same aluminum alloy as our top-of-the line HL frame the ML features a lightweight down-tube milled to the perfect diameter for optimal strength Women's version;01/07/2017;30/06/2018;SP4;Next Bike;0
432;CP;CP11;Components;Road Frames;360,9428;Yellow;594,83;42;356,898;ML Road Frame-W;Made from the same aluminum alloy as our top-of-the line HL frame the ML features a lightweight down-tube milled to the perfect diameter for optimal strength Women's version;01/07/2018;;SP1;Pedal For Life;0
433;CP;CP11;Components;Road Frames;300,1188;Yellow;540,7545;44;324,4527;ML Road Frame-W;Made from the same aluminum alloy as our top-of-the line HL frame the ML features a lightweight down-tube milled to the perfect diameter for optimal strength Women's version;01/07/2017;30/06/2018;SP7;Biker Boys Inc;0
434;CP;CP11;Components;Road Frames;360,9428;Yellow;594,83;44;356,898;ML Road Frame-W;Made from the same aluminum alloy as our top-of-the line HL frame the ML features a lightweight down-tube milled to the perfect diameter for optimal strength Women's version;01/07/2018;;SP6;Alicia Bike Keys;1
435;CP;CP11;Components;Road Frames;300,1188;Yellow;540,7545;48;324,4527;ML Road Frame-W;Made from the same aluminum alloy as our top-of-the line HL frame the ML features a lightweight down-tube milled to the perfect diameter for optimal strength Women's version;01/07/2017;30/06/2018;SP4;Next Bike;0
436;CP;CP11;Components;Road Frames;360,9428;Yellow;594,83;48;356,898;ML Road Frame-W;Made from the same aluminum alloy as our top-of-the line HL frame the ML features a lightweight down-tube milled to the perfect diameter for optimal strength Women's version;01/07/2018;;SP6;Alicia Bike Keys;1
437;CP;CP11;Components;Road Frames;722,2568;Black;1301,3636;62;780,8182;HL Road Frame;Our lightest and best quality aluminum frame made from the newest alloy it is welded and heat-treated for strength Our innovative design results in maximum comfort and performance;01/07/2017;30/06/2018;SP4;Next Bike;0
438;CP;CP11;Components;Road Frames;868,6342;Black;1431,5;62;858,9;HL Road Frame;Our lightest and best quality aluminum frame made from the newest alloy it is welded and heat-treated for strength Our innovative design results in maximum comfort and performance;01/07/2018;;SP6;Alicia Bike Keys;1
439;CP;CP11;Components;Road Frames;722,2568;Black;1301,3636;44;780,8182;HL Road Frame;Our lightest and best quality aluminum frame made from the newest alloy it is welded and heat-treated for strength Our innovative design results in maximum comfort and performance;01/07/2017;30/06/2018;SP2;Trackish Life;0
440;CP;CP11;Components;Road Frames;868,6342;Black;1431,5;44;858,9;HL Road Frame;Our lightest and best quality aluminum frame made from the newest alloy it is welded and heat-treated for strength Our innovative design results in maximum comfort and performance;01/07/2018;;SP8;Mike Bikes;0
441;CP;CP11;Components;Road Frames;722,2568;Black;1301,3636;48;780,8182;HL Road Frame;Our lightest and best quality aluminum frame made from the newest alloy it is welded and heat-treated for strength Our innovative design results in maximum comfort and performance;01/07/2017;30/06/2018;SP4;Next Bike;0
442;CP;CP11;Components;Road Frames;868,6342;Black;1431,5;48;858,9;HL Road Frame;Our lightest and best quality aluminum frame made from the newest alloy it is welded and heat-treated for strength Our innovative design results in maximum comfort and performance;01/07/2018;;SP7;Biker Boys Inc;0
443;CP;CP11;Components;Road Frames;722,2568;Black;1301,3636;52;780,8182;HL Road Frame;Our lightest and best quality aluminum frame made from the newest alloy it is welded and heat-treated for strength Our innovative design results in maximum comfort and performance;01/07/2017;30/06/2018;SP2;Trackish Life;0
444;CP;CP11;Components;Road Frames;868,6342;Black;1431,5;52;858,9;HL Road Frame;Our lightest and best quality aluminum frame made from the newest alloy it is welded and heat-treated for strength Our innovative design results in maximum comfort and performance;01/07/2018;;SP8;Mike Bikes;0
445;CH;CH5;Clothing;Shorts;24,7459;Black;59,99;;35,994;Men's Sports Shorts;Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers;01/07/2017;30/06/2018;SP2;Trackish Life;0
